parameter,delta,seed,z_value,gap_percent,service_level,avg_inventory,low_rotation_inventory,elapsed_seconds,n_evaluations,is_feasible,instance_name
prices,0.2,18,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,136.72070288658142,5800,True,medium_seed42_prices_+20%
prices,0.2,19,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,106.03550434112549,5693,True,medium_seed42_prices_+20%
prices,0.2,20,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,155.3981831073761,6974,True,medium_seed42_prices_+20%
prices,0.2,21,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,114.11580848693848,5066,True,medium_seed42_prices_+20%
prices,0.2,22,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,136.6722857952118,5689,True,medium_seed42_prices_+20%
prices,0.2,23,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,161.6397111415863,6431,True,medium_seed42_prices_+20%
prices,0.2,24,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,129.7580280303955,6895,True,medium_seed42_prices_+20%
prices,0.2,25,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,108.15008115768433,5768,True,medium_seed42_prices_+20%
prices,0.2,26,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,95.82427716255188,5105,True,medium_seed42_prices_+20%
prices,0.2,27,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,186.9869523048401,5850,True,medium_seed42_prices_+20%
prices,0.2,28,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,161.86257457733154,5769,True,medium_seed42_prices_+20%
prices,0.2,29,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,192.9768033027649,6587,True,medium_seed42_prices_+20%
prices,0.2,30,691441753.9249368,-25.349386566243698,56.48101833972543,17939.98800711172,571.3854187049747,192.09306478500366,7525,True,medium_seed42_prices_+20%
costs,0.0,1,551611597.6838298,0.0,56.48101833972543,17939.98800711172,571.3854187049747,125.09011745452881,5260,True,medium_seed42_costs_+0%
costs,0.0,2,551611597.6838298,0.0,56.48101833972543,17939.98800711172,571.3854187049747,190.04626655578613,5727,True,medium_seed42_costs_+0%
costs,0.0,3,551611597.6838298,0.0,56.48101833972543,17939.98800711172,571.3854187049747,224.88752698898315,6354,True,medium_seed42_costs_+0%
