algorithm,n_evaluations,mean_norm_z,std_norm_z,n_runs
de,3917.5849056603774,0.9995707696240713,0.0013335564376381675,270
de,3986.314465408805,0.9995846313178588,0.0013170932624806733,270
de,4055.0440251572327,0.9996020741193031,0.0012922748765464558,270
de,4123.773584905661,0.9996168118376347,0.0012628496739879047,270
de,4192.503144654088,0.9996325394716701,0.001211799047185717,270
de,4261.232704402516,0.9996533124933477,0.0010981115097252626,270
de,4329.962264150943,0.999685953828391,0.0009089947071583144,270
de,4398.691823899371,0.9997060055827599,0.0008284383464680782,270
de,4467.421383647799,0.9997151369228502,0.0008082897154519051,270
de,4536.1509433962265,0.9997269107025507,0.0007861671338797975,270
de,4604.8805031446545,0.9997348148808947,0.00077859289291477,270
de,4673.610062893082,0.9997420249424402,0.0007690482942053864,270
de,4742.33962264151,0.9997549067292124,0.0007350590017624266,270
de,4811.069182389937,0.9997675513020234,0.0007052377146397437,270
de,4879.798742138365,0.9997768332029796,0.0006821568252993171,270
de,4948.528301886792,0.9997884568777217,0.0006558766201022609,270
de,5017.25786163522,0.9998052072115915,0.0006012124842647593,270
de,5085.987421383648,0.9998151911591155,0.0005575720541386526,270
de,5154.7169811320755,0.9998298980743807,0.00048400215751801527,270
de,5223.446540880504,0.9998443223704104,0.0004469495014336612,270
de,5292.176100628931,0.9998581101824696,0.0003985931843576457,270
de,5360.905660377359,0.9998704082564428,0.0003688063307656084,270
de,5429.635220125786,0.9998798922766953,0.0003546932106292658,270
de,5498.364779874214,0.999889580094144,0.0003360186761997052,270
de,5567.094339622642,0.999899446243478,0.00031383816104783223,270
de,5635.823899371069,0.9999081992285567,0.00029865207618250627,270
de,5704.553459119497,0.9999166507765899,0.00028632594009688915,270
de,5773.2830188679245,0.9999224571451255,0.0002790479463192268,270
de,5842.012578616353,0.9999270452358964,0.00027362394675407636,270
de,5910.74213836478,0.9999305492363126,0.00027057071678019486,270
de,5979.471698113208,0.9999324962910896,0.0002690774436833767,270
de,6048.201257861636,0.999934393400063,0.0002666894303784106,270
de,6116.930817610063,0.9999372798540616,0.00026361344223117323,270
de,6185.660377358491,0.9999405457421762,0.00025988214634051595,270
de,6254.389937106918,0.9999433845289616,0.00025640858336014184,270
de,6323.119496855346,0.9999460609303745,0.0002520356490409668,270
de,6391.8490566037735,0.9999505061590345,0.00024256061190629488,270
de,6460.578616352202,0.9999556234106887,0.00023284834624621805,270
de,6529.308176100629,0.9999590346932355,0.00022779785716931652,270
de,6598.037735849057,0.9999605078904393,0.00022513622763992386,270
de,6666.767295597485,0.9999617794264288,0.00021928293046744965,270
de,6735.496855345912,0.9999634086167852,0.00021460364662544671,270
de,6804.22641509434,0.9999654379458088,0.00021157875359973806,270
de,6872.955974842767,0.9999668732984627,0.00021012623080168052,270
de,6941.685534591195,0.9999677233056856,0.00020849767283064694,270
de,7010.415094339623,0.9999689373887772,0.0002055365091858849,270
de,7079.144654088051,0.9999703821253714,0.00020160326454152832,270
de,7147.874213836478,0.9999731227242435,0.0001938690206273725,270
